FUND,Broker Code,BROKER,CAXTON_BROKER_NAME,CSA_TYPE,ACCOUNT,Instrument Type,INST_TYPE_GROUP,DESCRIPTION,TICKER,ISIN,SEDOL,CUSIP,Trade Id,Trade Date,Settle Date,B/S, QUANTITY , Agency , Principal ,PRICE,CURRENCY,FX Spot Rate, COMMISSION ,Rate, Credit 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,ENAGAS,ENG SM,,,S-7383072,25377287,9/17/22,9/21/22,S,244,244, -   ,18.7787,EU,1.17305,$4.31 ,0.0008,$3.23 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,ENGIE,ENGI FP,,,S-B0C2CQ3,25376541,9/17/22,9/21/22,B,"8,812","8,812", -   ,11.7845,EU,1.17305,$97.46 ,0.0008,$73.10 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,EURONEXT NV - W/I SWAP,ENX FP,,,S-BNBNSG0,25376909,9/17/22,9/21/22,B,600,600, -   ,103.6879,EU,1.17305,$58.38 ,0.0008,$43.79 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,FAURECIA,EO FP,,,S-4400446,25377288,9/17/22,9/21/22,B,19,19, -   ,37.9921,EU,1.17305,$0.68 ,0.0008,$0.51 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,VALEO SA,FR FP,,,S-BDC5ST8,25377289,9/17/22,9/21/22,B,179,179, -   ,21.5409,EU,1.17305,$3.61 ,0.0008,$2.71 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,GREENVOLT-ENERGIAS RENOVAVEI,GVOLT PL,,,S-BMFBLL9,25376542,9/17/22,9/21/22,S,"3,200","3,200", -   ,6.2427,EU,1.17305,$18.75 ,0.0008,$14.06 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,IBERDROLA SA,IBE SM,,,S-B288C92,25376803,9/17/22,9/21/22,S,775,775, -   ,9.414,EU,1.17305,$6.85 ,0.0008,$5.14 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,IG GROUP HOLDINGS PLC,IGG LN,,,S-B06QFB7,25376905,9/17/22,9/21/22,S,534,534, -   ,8.463502,GBP,1.3741,$4.97 ,0.0008,$3.73 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,LONDON STOCK EXCHANGE GROUP,LSEG LN,,,S-B0SWJX3,25377887,9/17/22,9/21/22,S,75,75, -   ,80.1,GBP,1.3741,$6.61 ,0.0008,$4.96 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,MICHELIN-B,ML FP,,,S-4588364,25378281,9/17/22,9/21/22,B,6,6, -   ,135.5203,EU,1.17305,$0.76 ,0.0008,$0.57 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,NATIONAL GRID PLC,NG/ LN,,,S-BDR05C0,25378048,9/17/22,9/21/22,S,445,445, -   ,9.652,GBP,1.3741,$4.73 ,0.0008,$3.55 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,GAS NATURAL SDG SA SWAP,NTGY SM,,,S-5650422,25377539,9/17/22,9/21/22,S,197,197, -   ,21.6939,EU,1.17305,$4.01 ,0.0008,$3.01 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQTY,Cash Equity,PORSCHE AUTOMOBIL HLDG-PFD,PAH3 GY,DE000PAH0038,7101069,,25377540,9/17/22,9/21/22,S,"1,108","1,108", -   ,83.5299,EU,1.17305,$86.85 ,0.0008,$65.14 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,EURAZEO,RF FP,,,S-7042395,25377139,9/17/22,9/21/22,S,78,78, -   ,83.5176,EU,1.17305,$6.11 ,0.0008,$4.58 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,HERMES INTERNATIONAL,RMS FP,,,S-5253973,25377048,9/17/22,9/21/22,B,15,15, -   ,1274.9452,EU,1.17305,$17.95 ,0.0008,$13.46 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,RENAULT SA,RNO FP,,,S-4712798,25376806,9/17/22,9/21/22,B,16,16, -   ,29.0266,EU,1.17305,$0.43 ,0.00079,$0.32 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,SCOTTISH & SOUTHERN,SSE LN,,,S-0790873,25377782,9/17/22,9/21/22,S,439,439, -   ,16.467512,GBP,1.3741,$7.94 ,0.0008,$5.96 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,ST JAMES PLACE SWAP,STJ LN,,,S-0766937,25378144,9/17/22,9/21/22,S,518,518, -   ,16.177578,GBP,1.3741,$9.21 ,0.0008,$6.91 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,TELEPERFORMANCE SWAP,TEP FP,,,S-5999330,25377394,9/17/22,9/21/22,S,20,20, -   ,368.4,EU,1.17305,$6.91 ,0.0008,$5.18 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,VEOLIA ENVIRONNEMENT SWAP,VIE FP,,,S-4031879,25377542,9/17/22,9/21/22,S,301,301, -   ,27.638,EU,1.17305,$7.81 ,0.0008,$5.86 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,ADMIRAL GROUP PLC,ADM LN,,,S-B02J639,25378870,9/20/22,9/22/22,S,141,141, -   ,33.83,GBP,1.3648,$5.21 ,0.0008,$3.91 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,ASHTEAD GROUP PLC,AHT LN,,,S-0053673,25380501,9/20/22,9/22/22,S,140,140, -   ,57.338779,GBP,1.3648,$8.76 ,0.0008,$6.57 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,AMUNDI - W/I SWAP,AMUN FP,,,S-BYZR014,25379407,9/20/22,9/22/22,S,78,78, -   ,72.3,EU,1.17235,$5.29 ,0.0008,$3.97 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,IMI PLC SWAP,IMI LN,,,S-BGLP8L2,25379124,9/20/22,9/22/22,S,431,431, -   ,17.692297,GBP,1.3648,$8.33 ,0.0008,$6.25 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,LONDON STOCK EXCHANGE GROUP,LSEG LN,,,S-B0SWJX3,25380235,9/20/22,9/22/22,S,62,62, -   ,78.4,GBP,1.3648,$5.31 ,0.0008,$3.98 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,EURAZEO,RF FP,,,S-7042395,25379917,9/20/22,9/22/22,S,69,69, -   ,82.4,EU,1.17235,$5.33 ,0.0008,$4.00 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,ST JAMES PLACE SWAP,STJ LN,,,S-0766937,25378871,9/20/22,9/22/22,S,308,308, -   ,15.611169,GBP,1.3648,$5.25 ,0.0008,$3.94 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,TELEPERFORMANCE SWAP,TEP FP,,,S-5999330,25380512,9/20/22,9/22/22,S,20,20, -   ,364.8,EU,1.17235,$6.85 ,0.0008,$5.14 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,BUNZL PLC,BNZL LN,,,S-B0744B3,25381664,9/21/22,9/23/22,S,178,178, -   ,25.063528,GBP,1.3667,$4.88 ,0.0008,$3.66 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQTY,Cash Equity,CAMECO CORP,CCJ,,2158684,13321L108,25380741,9/21/22,9/23/22,B,"2,500","2,500", -   ,21.3461,USD,1,$75.00 ,0.03,$65.00 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,VEOLIA ENVIRONNEMENT SA-RTS,VIEDS FP,,,S-BK9R6F8,25381639,9/21/22,9/23/22,S,301,301, -   ,0.8395,EU,1.17275,$0.23 ,0.00078,$0.17 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,EUROFINS SCIENTIFIC,ERF FP,,,S-BNDPYV1,25382834,9/22/22,9/24/22,S,62,62, -   ,124.7836,EU,1.16885,$7.24 ,0.0008,$5.43 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,FERGUSON PLC SWP,FERG LN,,,S-BJVNSS4,25383872,9/22/22,9/24/22,B,40,40, -   ,105.225241,GBP,1.3613,$4.59 ,0.0008,$3.44 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,LVMH MOET HENN LOUIS,MC FP,,,S-4061412,25383873,9/22/22,9/24/22,B,17,17, -   ,642.558,EU,1.16885,$10.22 ,0.0008,$7.67 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,TELEPERFORMANCE SWAP,TEP FP,,,S-5999330,25384185,9/22/22,9/24/22,S,41,41, -   ,373.8464,EU,1.16885,$14.33 ,0.0008,$10.75 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQTY,Cash Equity,VAT GROUP AG,VACN SW,CH0311864901,BYZWMR9,,25382832,9/22/22,9/24/22,B,440,440, -   ,418.7376,SWF,0.9267,$159.06 ,0.0008,$119.30 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,WEIR GROUP PLC SWAP,WEIR LN,,,S-0946580,25382548,9/22/22,9/24/22,B,400,400, -   ,17.290025,GBP,1.3613,$7.53 ,0.0008,$5.65 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,ADMIRAL GROUP PLC,ADM LN,,,S-B02J639,25384766,9/23/22,9/27/22,S,296,296, -   ,34.551892,GBP,1.3732,$11.23 ,0.0008,$8.42 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,MAN GROUP PLC SWAP,EMG LN,,,S-BJ1DLW9,25384472,9/23/22,9/27/22,S,"4,870","4,870", -   ,2.094229,GBP,1.3732,$11.21 ,0.0008,$8.41 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,EURONEXT NV - W/I SWAP,ENX FP,,,S-BNBNSG0,25386539,9/23/22,9/27/22,B,700,700, -   ,101.994,EU,1.17475,$67.10 ,0.0008,$50.33 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,EUROFINS SCIENTIFIC,ERF FP,,,S-BNDPYV1,25385071,9/23/22,9/27/22,S,71,71, -   ,123.1638,EU,1.17475,$8.22 ,0.0008,$6.17 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,FLUIDRA SA,FDR SM,,,S-B28V440,25385982,9/23/22,9/27/22,S,399,399, -   ,37.9958,EU,1.17475,$14.25 ,0.0008,$10.69 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,KINGSPAN GROUP PLC,KSP ID,,,S-4491235,25384777,9/23/22,9/27/22,S,91,91, -   ,95.026,EU,1.17475,$8.13 ,0.0008,$6.10 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,LONDON STOCK EXCHANGE GROUP,LSEG LN,,,S-B0SWJX3,25384473,9/23/22,9/27/22,S,128,128, -   ,79.563633,GBP,1.3732,$11.19 ,0.0008,$8.39 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,SPIRAX-SARCO ENGINEERING PLC,SPX LN,,,S-BWFGQN1,25386534,9/23/22,9/27/22,S,41,41, -   ,163.057317,GBP,1.3732,$7.35 ,0.0008,$5.51 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,TELEPERFORMANCE SWAP,TEP FP,,,S-5999330,25386531,9/23/22,9/27/22,S,23,23, -   ,376.6462,EU,1.17475,$8.14 ,0.0008,$6.11 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQTY,Cash Equity,VAT GROUP AG,VACN SW,CH0311864901,BYZWMR9,,25385977,9/23/22,9/27/22,B,420,420, -   ,430.25,SWF,0.9234,$156.55 ,0.0008,$117.41 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,SCOTTISH & SOUTHERN,SSE LN,,,S-0790873,25386821,9/24/22,9/28/22,B,"50,000","50,000", -   ,16.291451,GBP,1.36645,$890.46 ,0.0008,$667.85 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,CREDIT AGRICOLE SA,ACA FP,,,S-7262610,25390970,9/27/22,9/29/22,B,500,500, -   ,12.2834,EU,1.17005,$5.74 ,0.0008,$4.31 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,ADMIRAL GROUP PLC,ADM LN,,,S-B02J639,25389399,9/27/22,9/29/22,S,300,300, -   ,33.157906,GBP,1.37095,$10.91 ,0.0008,$8.18 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,ASHTEAD GROUP PLC,AHT LN,,,S-0053673,25390362,9/27/22,9/29/22,S,110,110, -   ,57.212694,GBP,1.37095,$6.90 ,0.0008,$5.18 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,BNP PARIBAS,BNP FP,,,S-7309681,25391618,9/27/22,9/29/22,B,110,110, -   ,56.3692,EU,1.17005,$5.80 ,0.0008,$4.35 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,DASSAULT SYSTEMS SA,DSY FP,,,S-5330047,25390365,9/27/22,9/29/22,S,260,260, -   ,48.289,EU,1.17005,$11.75 ,0.0008,$8.81 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,SPIRAX-SARCO ENGINEERING PLC,SPX LN,,,S-BWFGQN1,25390968,9/27/22,9/29/22,S,40,40, -   ,154.621211,GBP,1.37095,$6.79 ,0.0008,$5.09 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,TELEPERFORMANCE SWAP,TEP FP,,,S-5999330,25389395,9/27/22,9/29/22,S,35,35, -   ,358.4939,EU,1.17005,$11.75 ,0.0008,$8.81 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,ETF,Cash Equity,CONSUMER ETF,XLY,,2424341,81369Y407,25390025,9/27/22,9/29/22,S,79,79, -   ,185.7503,USD,1,$2.37 ,0.03,$2.05 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,ADMIRAL GROUP PLC,ADM LN,,,S-B02J639,25392251,9/28/22,9/30/22,S,400,400, -   ,31.831475,GBP,1.3533,$13.79 ,0.0008,$10.34 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,ALTEN,ATE FP,,,S-5608915,25393449,9/28/22,9/30/22,S,54,54, -   ,126.7495,EU,1.16775,$6.40 ,0.0008,$4.80 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,ATOS ORIGIN,ATO FP,,,S-5654781,25392788,9/28/22,9/30/22,B,821,821, -   ,46.4824,EU,1.16775,$35.65 ,0.0008,$26.74 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,CAP GEMINI SA,CAP FP,,,S-4163437,25391809,9/28/22,9/30/22,S,36,36, -   ,181.6954,EU,1.16775,$6.11 ,0.0008,$4.58 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,CRODA INTERNATIONAL PLC SWAP,CRDA LN,,,S-BJFFLV0,25391907,9/28/22,9/30/22,S,100,100, -   ,84.080072,GBP,1.3533,$9.11 ,0.0008,$6.83 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,DASSAULT SYSTEMS SA,DSY FP,,,S-5330047,25393216,9/28/22,9/30/22,S,14,14, -   ,45.7958,EU,1.16775,$0.60 ,0.0008,$0.45 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,EUROFINS SCIENTIFIC,ERF FP,,,S-BNDPYV1,25393549,9/28/22,9/30/22,S,120,120, -   ,110.4749,EU,1.16775,$12.39 ,0.0008,$9.29 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,FLUIDRA SA,FDR SM,,,S-B28V440,25392891,9/28/22,9/30/22,S,200,200, -   ,34.1269,EU,1.16775,$6.38 ,0.0008,$4.79 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,IMI PLC SWAP,IMI LN,,,S-BGLP8L2,25392253,9/28/22,9/30/22,S,800,800, -   ,16.669221,GBP,1.3533,$14.44 ,0.0008,$10.83 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,KINGSPAN GROUP PLC,KSP ID,,,S-4491235,25393204,9/28/22,9/30/22,S,100,100, -   ,86.8662,EU,1.16775,$8.12 ,0.0008,$6.09 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,KLEPIERRE,LI FP,,,S-7582556,25393115,9/28/22,9/30/22,B,600,600, -   ,19.9251,EU,1.16775,$11.16 ,0.0008,$8.37 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,RENTOKIL INITIAL PLC,RTO LN,,,S-B082RF1,25392550,9/28/22,9/30/22,S,"1,500","1,500", -   ,5.688455,GBP,1.3533,$9.24 ,0.0008,$6.93 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,SES,SESG FP,,,S-B00ZQQ2,25394234,9/28/22,9/30/22,B,"1,250","1,250", -   ,7.4149,EU,1.16775,$8.65 ,0.0008,$6.49 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,SEGRO PLC,SGRO LN,,,S-B5ZN1N8,25393198,9/28/22,9/30/22,S,720,720, -   ,11.932302,GBP,1.3533,$9.30 ,0.0008,$6.98 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,S.O.I.T.E.C.,SOI FP,,,S-BZ6T5C2,25393457,9/28/22,9/30/22,S,33,33, -   ,187.7296,EU,1.16775,$5.79 ,0.0008,$4.34 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,SOPRA GROUP,SOP FP,,,S-5633616,25393806,9/28/22,9/30/22,S,37,37, -   ,162.138,EU,1.16775,$5.61 ,0.0008,$4.21 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,SPIRAX-SARCO ENGINEERING PLC,SPX LN,,,S-BWFGQN1,25392254,9/28/22,9/30/22,S,62,62, -   ,151.031167,GBP,1.3533,$10.14 ,0.0008,$7.61 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,WEIR GROUP PLC SWAP,WEIR LN,,,S-0946580,25391815,9/28/22,9/30/22,S,800,800, -   ,16.731513,GBP,1.3533,$14.49 ,0.0008,$10.87 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,ADMIRAL GROUP PLC,ADM LN,,,S-B02J639,25395649,9/29/22,10/1/22,S,250,250, -   ,31.344381,GBP,1.3434,$8.42 ,0.0008,$6.32 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQTY,Cash Equity,ANDRITZ AG,ANDR AV,AT0000730007,B1WVF68,,25395654,9/29/22,10/1/22,S,200,200, -   ,46.8152,EU,1.16015,$8.69 ,0.0008,$6.52 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,HARGREAVES LANSDOWN,HL/ LN,,,S-B1VZ0M2,25396211,9/29/22,10/1/22,B,750,750, -   ,14.358765,GBP,1.3434,$11.58 ,0.0008,$8.69 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQTY,Cash Equity,ANDRITZ AG,ANDR AV,AT0000730007,B1WVF68,,25398699,9/30/22,10/4/22,S,180,180, -   ,47.2284,EU,1.15815,$7.88 ,0.0008,$5.91 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,CAP GEMINI SA,CAP FP,,,S-4163437,25398431,9/30/22,10/4/22,B,"18,900","18,900", -   ,180.5591,EU,1.15815,"$3,161.81 ",0.0008,"$2,371.36 "
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQTY,Cash Equity,KUEHNE&NAGEL INTL AG,KNIN SW,CH0025238863,B142S60,,25397084,9/30/22,10/4/22,S,30,30, -   ,320.53,SWF,0.9327,$8.24 ,0.0008,$6.18 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,SES,SESG FP,,,S-B00ZQQ2,25397347,9/30/22,10/4/22,B,625,625, -   ,7.7232,EU,1.15815,$4.47 ,0.0008,$3.35 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,SEGRO PLC,SGRO LN,,,S-B5ZN1N8,25398152,9/30/22,10/4/22,S,750,750, -   ,11.97838,GBP,1.3475,$9.69 ,0.0008,$7.27 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,SMITHS GROUP PLC,SMIN LN,,,S-B1WY233,25398092,9/30/22,10/4/22,B,162,162, -   ,14.441376,GBP,1.3475,$2.52 ,0.0008,$1.89 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,TELEPERFORMANCE SWAP,TEP FP,,,S-5999330,25397607,9/30/22,10/4/22,S,40,40, -   ,342.217,EU,1.15815,$12.68 ,0.0008,$9.51 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQSWP,Cash Equity,UNIBAIL-RODAMCO-WESTFIELD,URW NA,,,S-BFYM460,25397868,9/30/22,10/4/22,S,100,100, -   ,63.62,EU,1.15815,$5.89 ,0.0008,$4.42 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,ASANA INC - CL A,ASAN,,BLFDQC4,04342Y104,25374838,9/16/22,9/20/22,S,"10,000","10,000", -   ,111.2867,USD,1,$300.00 ,0.03,$260.00 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,DEVON ENERGY CORP,DVN,,2480677,25179M103,25375938,9/16/22,9/20/22,B,"3,300","3,300", -   ,30.3055,USD,1,$99.00 ,0.03,$85.80 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,EOG RESOURCES INC,EOG,,2318024,26875P101,25375640,9/16/22,9/20/22,S,500,500, -   ,74.644,USD,1,$15.00 ,0.03,$13.00 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,NETFLIX INC,NFLX,,2857817,64110L106,25375442,9/16/22,9/20/22,S,"2,500","2,500", -   ,579.9869,USD,1,$75.00 ,0.03,$65.00 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,CIMAREX ENERGY CO,XEC,,2987521,171798101,25376356,9/16/22,9/20/22,S,"1,000","1,000", -   ,78.614,USD,1,$30.00 ,0.03,$26.00 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,DENBURY INC,DEN,,BMZQZL2,,25378299,9/17/22,9/21/22,S,"1,000","1,000", -   ,71.8045,USD,1,$30.00 ,0.03,$26.00 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,OCCIDENTAL PETROLEUM,OXY,,2655408,674599105,25376826,9/17/22,9/21/22,S,"2,500","2,500", -   ,26.916,USD,1,$75.00 ,0.03,$65.00 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,PBF ENERGY INC,PBF,,B7F4TJ7,69318G106,25378065,9/17/22,9/21/22,S,"5,000","5,000", -   ,10.3208,USD,1,$150.00 ,0.03,$130.00 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,CIMAREX ENERGY CO,XEC,,2987521,171798101,25378300,9/17/22,9/21/22,S,"1,000","1,000", -   ,77.82,USD,1,$30.00 ,0.03,$26.00 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,ADOBE SYSTEMS INC,ADBE,,2008154,00724F101,25379827,9/20/22,9/22/22,S,"4,600","4,600", -   ,644.6202,USD,1,$138.00 ,0.03,$119.60 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,EQT CORP,EQT,,2319414,26884L109,25379824,9/20/22,9/22/22,S,"5,000","5,000", -   ,18.9508,USD,1,$150.00 ,0.03,$130.00 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,NETFLIX INC,NFLX,,2857817,64110L106,25380178,9/20/22,9/22/22,S,"4,300","4,300", -   ,583.8634,USD,1,$129.00 ,0.03,$111.80 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,VISA INC-CLASS A SHARES,V,,B2PZN04,92826C839,25379639,9/20/22,9/22/22,B,"10,000","10,000", -   ,218.7105,USD,1,$300.00 ,0.03,$260.00 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,CIMAREX ENERGY CO,XEC,,2987521,171798101,25378869,9/20/22,9/22/22,B,"1,500","1,500", -   ,76.9247,USD,1,$45.00 ,0.03,$39.00 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,CONOCOPHILLIPS,COP,,2685717,20825C104,25382060,9/21/22,9/23/22,B,"4,200","4,200", -   ,59.3402,USD,1,$126.00 ,0.03,$109.20 
